GenBank AC	UniProtKB AC
AL441988	Q9BZ01
AB020691	Q6GYQ0
AL080099	P11172
AB028953	Q9UPX0
AB020719	O94986
AL050040	Q9Y406
AL021026	A0A0D9SFZ0
AL021026	A0A0D9SG76
AL021026	O60774
AL021026	P31513
AL021026	Q01740
AL021026	Q5QPT3
AL021026	Q99518
AL021026	V9GYP3
AL021026	V9GZ60
AB023212	Q96RV3
AF035300	Q9UJ99
X99142	O43790
D38500	Q16544
AJ297586	P13760
S83390	Q9Y618
S72422	Q16187
AC004381	A8K979
AC004381	H3BM72
AC004381	H3BN77
AC004381	H3BNW0
AC004381	H3BPB2
AC004381	H3BQ98
AC004381	H3BQP3
AC004381	H3BR13
AC004381	H3BR33
AC004381	H3BRC7
AC004381	H3BRG1
AC004381	H3BSC5
AC004381	H3BSE4
AC004381	H3BSM0
AC004381	H3BT38
AC004381	H3BTG0
AC004381	H3BUF2
AC004381	H3BUT7
AC004381	H3BV29
AC004381	H3BV93
AC004381	H3BVD5
AC004381	O60362
AC004381	Q53FZ2
AC004381	Q96IC2
AC004381	Q9NXG2
AC004144	A0A0J9YVN9
AC004144	H7C3R4
AC004144	O43379
Z94154	Q13304
AL110273	Q9UG16
AJ300461	Q9BYT9
AL035301	Q9Y476
AF099730	O75712
AC002398	A0A087WZB3
AC002398	A0A0A0MQQ9
AC002398	C9JFW7
AC002398	F5GXU6
AC002398	F8W7U6
AC002398	H0YFI8
AC002398	K7EJK5
AC002398	K7EK14
AC002398	K7ELP2
AC002398	K7EMC2
AC002398	K7EMY4
AC002398	K7EP04
AC002398	K7EQI6
AC002398	K7ERS5
AC002398	M0QY86
AC002398	M0QYM3
AC002398	M0QZ53
AC002398	O14558
AC002398	O14559
AC002398	Q2NL68
AC002398	Q96GY3
AC002398	S4R3D8
AC002398	S4R3L1
AF308298	Q9Y282
AC005525	M0QX27
AC005525	M0QXZ5
AC005525	M0QYR6
AC005525	M0QYS6
AC005525	M0R0H5
AC005525	M0R0L1
AC005525	M0R0Y4
AC005525	M0R1I2
AC005525	M0R2E9
AC005525	M0R383
AC005525	Q03405
AC005525	Q8NFZ8
X52078	P15923
AL096732	Q8TD57
U94354	Q8NES3
AK023850	O75145
AL050389	Q9Y3T4
AL022238	A0A087WU73
AL022238	A0A087X287
AL022238	A0A096LNT0
AL022238	A0A096LNT4
AL022238	A0A096LNY4
AL022238	A0A096LNY5
AL022238	A0A096LNY6
AL022238	A0A096LP72
AL022238	A0A096LP76
AL022238	A0A096LP92
AL022238	A0A096LPA2
AL022238	A0A0A6YY92
AL022238	B0QY74
AL022238	B0QY80
AL022238	B0QY81
AL022238	B0QY83
AL022238	B0QY84
AL022238	B0QYM5
AL022238	B4DEP1
AL022238	E7ER32
AL022238	H0Y720
AL022238	H0Y7V2
AL022238	P30566
AL022238	Q29R68
AL022238	Q969V6
AL022238	Q96HU1
AL022238	Q9UPQ9
AL022238	V9GY96
AL022238	W0Z7M9
Y15718	O60941
AK027000	Q9H5K7
U37025	Q9UMT9
AK022172	Q9HA79
AC003682	A0A0A0MTK1
AC003682	A0A0C4DGB4
AC003682	F5GY70
AC003682	F5H435
AC003682	F5H771
AC003682	H0Y3T8
AC003682	M0QWZ8
AC003682	M0QX16
AC003682	M0QXC7
AC003682	M0QXN3
AC003682	M0QYP0
AC003682	M0QYQ8
AC003682	M0QYZ8
AC003682	M0R0L6
AC003682	M0R0Y5
AC003682	M0R1P0
AC003682	M0R1S7
AC003682	M0R246
AC003682	M0R337
AC003682	O43338
AC003682	P52741
AC003682	Q13398
AC003682	Q3SY52
AC003682	Q6P9A1
AC003682	Q6P9A3
AC003682	Q7Z398
AC003682	X6R413
AC004755	F5GZM8
AC004755	F5H3R9
AC004755	H0YFS1
AC004755	K7EJ52
AC004755	O60422
AC004755	O60423
AL080179	Q9Y4N5
AC004221	A0A087WT72
AC004221	A0A087WTL3
AC004221	A0A0A0MQR6
AC004221	A0A140LJL2
AC004221	D6W5Y5
AC004221	F6WMK9
AC004221	K7EIF7
AC004221	K7EIS9
AC004221	K7EJV1
AC004221	K7EJV5
AC004221	K7ELJ5
AC004221	K7ELL4
AC004221	K7ELT6
AC004221	K7ELV6
AC004221	K7EMR0
AC004221	K7EMY9
AC004221	K7EN89
AC004221	K7END3
AC004221	K7ENN6
AC004221	K7ENX8
AC004221	K7EP59
AC004221	K7EPM4
AC004221	K7EQL0
AC004221	K7EQN8
AC004221	K7EQR7
AC004221	K7EQX4
AC004221	K7ER40
AC004221	P30049
AC004221	Q14011
AC004221	Q15831
AC004221	Q8N350
AC004221	Q8TBR5
AC004221	Q9NS52
AB032968	O96013
AB023170	Q9Y2G0
AL031282	A0A087WUK8
AL031282	A0A0A0MR98
AL031282	B1AKQ8
AL031282	B3KVK2
AL031282	B4DMZ6
AL031282	D6REP6
AL031282	E7ESP2
AL031282	E9PFJ2
AL031282	F6UT28
AL031282	F6X3N5
AL031282	H0Y6I4
AL031282	H0YA69
AL031282	H0YAE5
AL031282	J3KRS4
AL031282	J3KS35
AL031282	J3KSP9
AL031282	J3KTI3
AL031282	J3QR86
AL031282	J3QRC0
AL031282	O75086
AL031282	O95544
AL031282	P0CK96
AL031282	P0CK97
AL031282	P62873
AL031282	Q5QPQ9
AL031282	Q5QPR3
AL031282	Q5QPR4
AL031282	Q9UQ88
X08020	P09488
AK002166	Q9UKA4
AK022508	O75448
L05500	Q08828
AK027182	Q9C0G6
AB019490	Q9Y6Y7
AB033088	Q8NF91
BC002875	Q8IZL8
AB007936	Q5T011
AL353943	Q9NSH0
AB046834	Q5VZ46
AK021779	B3KMN7
AF206666	Q15661
AF095910	Q9UL09
X56210	Q6LBM9
X79857	P45379
U66061	P01733
AB014586	Q8WXG9
AK024064	B3KN99
AB017005	O95744
AL008730	O43734
AK023832	Q9UPT5
U70064	Q99698
AK022316	Q9NVD7
AB029009	Q9UPR6
AL117532	Q8WYQ9
AC003034	O75203
AC003034	Q08AH3
L16895	P28300
AL031133	A2A288
AL031133	B7ZBA4
AL031133	H0Y4Y6
AL031133	Q6EEV6
AL031133	Q9NYJ8
AL031133	U3KQ62
AL031133	U3KQR0
AF199364	Q9HCE7
AL080149	Q9Y4Q3
AL080207	Q86UK0
AJ242502	Q14244
AF007156	Q9UQ26
AJ011307	Q9UI10
AL096727	Q5T319
AL035587	A0A087WTE9
AL035587	A0A0C4DFY8
AL035587	Q6AI39
AL035587	Q6DKI1
AL035587	Q6ISU1
AL035587	Q9BT09
AL035587	R4GMU7
AL121936	C9JNC3
AL121936	H7BYC3
AL121936	H7C542
AL121936	O00479
AL121936	Q13410
AL121936	Q4VAN1
AL121936	Q7KYR7
AF174394	Q9UMX4
AL117523	Q9UFP6
AK023778	Q9H8E2
U95737	O75768
AK022513	Q9Y6W6
AF243424	Q13033
AK021882	O95661
U19345	Q9UGU0
AK000970	B3KM28
AC005048	A0A0C4DG90
AC005048	A4D0S4
AC005048	C9JMJ0
AL049925	Q9Y3Y4
AB023223	Q9Y2K9
AK023029	Q8NDX5
AB028982	Q9UPU3
AL031118	C9JUF8
AL031118	Q9UJN7
AL049544	Q5VWX1
AB040906	Q9P255
AF091093	O95155
AF007145	Q71VH6
X87344	I7H125
X87344	P05538
X87344	P13765
X87344	P28062
X87344	P28065
X87344	P28068
X87344	Q03518
X87344	Q03519
X87344	Q29823
X87344	Q31604
AJ012008	O00299
AJ012008	O95865
AJ012008	O95867
AJ012008	O95868
AK023345	O60610
AB011181	O95461
AL121891	A0A0A0MRX2
AL121891	A2A2Q6
AL121891	O60299
AL121891	O94941
AL121891	Q7L8L6
AL121891	Q96HY6
AL121891	Q9BY32
AF201291	O75157
AB020724	Q8WVM8
AC005587	A4FU28
AC005587	E7ETI7
AC005587	E9PDB4
AC005587	F8W6H5
AC005587	O14638
AC005587	O95047
U28055	Q2TV78
AL031295	A0A024RAC6
AL031295	A0A0U1RVH7
AL031295	D6REN8
AL031295	H0Y2L7
AL031295	O95372
AL031295	P35914
AL031295	Q14241
AL031295	Q14376
AL031295	Q5QPN5
AL031295	Q5QPN9
AL031295	Q5QPP1
AL031295	Q5QPP3
AL031295	Q5QPP4
AL031295	Q5QPP9
AL031295	Q5QPQ0
AL031295	Q5QPQ1
AL031295	Q5QPQ2
AL031295	Q5QPQ3
AL031295	Q9GZP4
AL031295	X6R8S9
AL031295	X6RHB9
AC004883	P14598
AC004883	P78347
AC005614	A0A075B791
AC005614	A0A075B796
AC005614	A0A075B7A7
AC005614	A0A075B7B0
AC005614	A0A0C4DG08
AC005614	C9JTJ1
AC005614	M0QXV4
AC005614	M0QYL2
AC005614	M0R0W9
AC005614	M0R168
AC005614	O75289
AC005614	O75290
AK022802	Q9HC16
AK025127	Q9H726
AL163248	O94822
AL163248	Q9Y5N5
AK024456	Q7Z6J4
AB029004	Q8IUD2
AB020683	O94953
AL137671	Q9NSX7
AL050008	Q9Y3T1
AF303002	Q9H2A3
AK022322	Q5T4S7
U88358	O75811
AK000173	Q9UPU7
AK000709	Q9NWP5
AK024382	Q9H7S4
X95425	P54756
AL359553	P26439
AL359553	Q5QP01
AL359553	Q5QP02
AL359553	Q9NYQ3
AJ011414	O43157
AK022844	Q9GZW5
AK025372	Q96HN2
AB051446	Q9BYA1
AL096741	Q659F6
AL031224	Q7Z6R9
AL031224	Q92481
AL031224	X6R4Y8
AL157437	O43292
AK022348	Q9BVQ7
U94357	O15488
BC001404	Q9BV84
AL096768	A8K8P3
AL096768	B1AKM6
AL096768	B1AKM8
AL096768	B1AKM9
AL096768	B1AKN0
AL096768	D3YTJ2
AL096768	E5RJU6
AL096768	F8WBU4
AL096768	F8WCS6
AL096768	H0Y5I7
AL096768	H0Y7P7
AL096768	H0Y836
AL096768	H7BZF3
AL096768	H7C2F1
AL096768	Q9UG56
AL096768	X6RJF9
AL356504	P20930
AL356504	Q5D862
BC000750	Q9BPW0
BC002323	Q9BUS0
AL121975	A0A096LP51
AL121975	P49643
AK021929	Q9HAA9
AJ277546	P30291
AJ277546	Q9H4D4
AF254822	P51532
AF254822	Q9HBD4
BC000563	Q9BW84
L14561	P20020
X62009	P35556
X83493	P25445
AJ130971	O95485
AJ276230	Q13393
M22976	Q9UML1
AL031848	A0A0A0MSQ4
AL031848	A0A0J9YW00
AL031848	A0A0J9YWQ8
AL031848	A0A0J9YY76
AL031848	B1AK53
AL031848	H0Y7L4
AL031848	K7EJN2
AL031848	K7EJQ0
AL031848	K7EKP8
AL031848	K7EMB7
AL031848	O00154
AL031848	Q5JYL1
AL031848	Q9Y543
X98258	Q99550
AK023924	Q86UW9
AJ012833	O95987
AC005600	O75276
AC005600	P49815
AC005600	P78549
AC005600	Q15599
X90824	Q15853
AJ003062	Q96CW5
AB015332	Q9ULX6
X06130	P18754
AC007204	B9EG95
AC007204	K7EPG7
AC007204	K7EPV7
AC007204	K7EQ36
AC007204	K7ES58
AC007204	M0QXB8
AC007204	M0QYJ5
AC007204	M0QZ56
AC007204	M0R067
AC007204	M0R1A6
AC007204	M0R2B6
AC007204	P35789
AC005390	K7ENA9
AC005390	K7ERL2
AC005390	K7ES28
AC005390	P36969
AC005390	Q9Y2G9
AK024051	Q9H822
X15786	P07949
X15786	Q8TBA6
AL050226	Q9Y436
AJ236912	Q9UGN5
J05046	P14616
AJ006206	Q9Y3S4
D87012	O95985
D87012	P49593
Z95624	P0C0E4
X14174	P05186
AL161999	Q9NSN1
AL137547	Q9C0B2
AL109978	Q9UMU8
AF073482	Q9Y216
AC006144	P49448
AK000947	A7E2Y1
AL133015	Q9UFA9
AK024971	Q9H752
AL137592	Q9NT13
AK001040	Q6NSI4
Z27409	P21709
M13231	P03979
M13231	P03986
AL049215	Q03001
S36219	P23219
AK001615	B3KMD7
M96980	Q01538
AK023017	Q9Y2P0
AF141901	Q9UPX8
AC004410	A0A087WT77
AC004410	A0A087WWL4
AC004410	A0A087WYN8
AC004410	A0A087WZ50
AC004410	A0A087WZ93
AC004410	Q8TCT7
AF212842	A6NI73
AB040936	Q9P225
AL096814	A0A096LNT9
AL096814	A0A0A0MTF5
AL096814	A6PVH5
AL096814	P43080
AL096814	P82664
AL096814	Q05GC8
AL096814	Q5T0Z8
AL096814	Q96PN7
AL096814	Q9UMX6
AL096814	X6R8D5
BC000975	Q9BVR0
AK022209	Q9HA70
S82592	Q03112
AK022023	O94964
AK022002	Q9UP52
AL050025	O43747
AL158172	A0A087WZT4
AL158172	P39877
AL158172	Q9BZM2
AL158172	Q9UNK4
AK024446	Q5T3U5
M34189	P05556
AK026889	Q9NTI5
X15217	P12757
X61094	Q14427
AF283769	Q71SY5
X68011	P51508
AL049698	A8MQ02
AL049698	E9PFY5
AL049698	F8W9I4
AL049698	H0Y7R8
AL049698	H0Y8L4
AL049698	H0Y8U8
AL049698	H0Y948
AL049698	H0Y9I0
AL049698	H0YA98
AL049698	J3KN01
AL049698	P55196
AL049698	Q5TIG5
AL157420	Q9NSS8
S65921	Q7TS98
AL137000	A0A087X1M6
AL137000	G5E9X3
AL137000	H7C507
AL137000	O43193
AL137000	Q9Y2H6
AK023668	B3KN52
AC002544	O75199
AC002544	O75200
AC002544	Q13286
AC002544	Q99613
AK023421	B3KN27
U73682	O15320
AL031073	Q9UBF1
Z21533	Q03014
AL080148	Q5VYP0
AK001657	Q2M389
U31099	Q13258
AB051448	Q9BY99
BC005016	Q9C040
AL022324	A4QPB2
AL022324	F5H316
AL137303	Q69YW7
Y10388	Q9UNA1
AK001131	B3KM46
AJ133127	Q9NY91
Z98200	A0A0A0MSP4
Z98200	Q86WC4
X68285	P32189
AL049547	O77932
AL049547	P0C0L5
AL049547	P18615
AL049547	P22105
AL049547	P49842
AL049547	Q16874
AL049547	Q99941
AL049547	Q9NPK3
AL049547	Q9NPK6
AL049547	Q9NPK7
AL049547	Q9NPK8
D83768	O00124
AL121845	A0A087WT39
AL121845	A0A087WT57
AL121845	A0A087WUJ1
AL121845	A0A087WZP9
AL121845	A0A0J9YYD9
AL121845	D6RA96
AL121845	F6WH68
AL121845	O95407
AL121845	Q13795
AL121845	Q86UZ6
AL121845	Q8N5A5
AL121845	Q9H400
AL121845	Q9NR83
AL121845	V9GY48
AL121845	V9GYI1
AL121845	V9GYV3
AL121845	X6RGY1
AL121845	X6RKG5
S67779	P41182
AL117397	Q9UFT5
AK001196	B3KM54
U43383	O95170
AL023753	O95521
AL023753	O95522
AP001748	P02489
AP001748	P55347
AP001748	Q01081
D89324	P21217
AL034396	P98168
AJ011081	Q15742
AJ243936	Q99942
M21940	P11712
AL080203	Q9Y4M6
AL049767	P04279
AL049767	P19957
AL049767	Q02383
AF091085	O95330
S74774	P06241
AK001734	Q8N5D0
D38503	Q16590
AK023348	P28799
AB011137	A2RUR9
AL050253	Q9BYH1
AF115765	Q5T4W7
X58851	P12829
AK021928	Q9H2M9
X65962	Q16743
U02309	Q12777
AK021890	B3KMP4
AF132033	Q93074
AK022721	O95278
AC004770	O60427
AC004770	O60428
AC004770	P39748
AC004770	Q9Y5Q0
AK022450	Q9UQ49
AB028977	Q496J9
AL078633	A0A087WTV1
AL078633	A0A087WVV0
AL078633	A0A087WZD3
AL078633	A0A0A0MR48
AL078633	A0A0C4DFV2
AL078633	B4DRC1
AL078633	E7ET92
AL078633	H0Y586
AL078633	H0Y7X4
AL078633	H0YDW4
AL078633	O14818
AL078633	O75177
AL078633	Q5JXJ0
AL078633	Q5TBP9
AL078633	Q5TBQ0
AL078633	Q5TBQ1
AL078633	Q9BR54
AL078633	Q9H4K7
AL078633	Q9Y5N1
AF101784	Q9Y297
AF057354	Q13613
AF064842	P58400
AB014607	Q8WXI4
X86428	Q15257
AF218021	Q9HBN7
U38979	Q13401
X63575	Q01814
AF064606	O60738
AL031718	Q9NUF9
AL031718	Q9UPT6
AK025430	Q9H6X1
AL512703	Q9H035
AF263310	Q86UR5
BC001879	Q9BUV6
BC002465	Q9BUN3
AL031848	A0A0A0MSQ4
AL031848	A0A0J9YW00
AL031848	A0A0J9YWQ8
AL031848	A0A0J9YY76
AL031848	B1AK53
AL031848	H0Y7L4
AL031848	K7EJN2
AL031848	K7EJQ0
AL031848	K7EKP8
AL031848	K7EMB7
AL031848	O00154
AL031848	Q5JYL1
AL031848	Q9Y543
AL359553	P26439
AL359553	Q5QP01
AL359553	Q5QP02
AL359553	Q9NYQ3
AL441988	Q9BZ01
AL031282	A0A087WUK8
AL031282	A0A0A0MR98
AL031282	B1AKQ8
AL031282	B3KVK2
AL031282	B4DMZ6
AL031282	D6REP6
AL031282	E7ESP2
AL031282	E9PFJ2
AL031282	F6UT28
AL031282	F6X3N5
AL031282	H0Y6I4
AL031282	H0YA69
AL031282	H0YAE5
AL031282	J3KRS4
AL031282	J3KS35
AL031282	J3KSP9
AL031282	J3KTI3
AL031282	J3QR86
AL031282	J3QRC0
AL031282	O75086
AL031282	O95544
AL031282	P0CK96
AL031282	P0CK97
AL031282	P62873
AL031282	Q5QPQ9
AL031282	Q5QPR3
AL031282	Q5QPR4
AL031282	Q9UQ88
AC002544	O75199
AC002544	O75200
AC002544	Q13286
AC002544	Q99613
AC004770	O60427
AC004770	O60428
AC004770	P39748
AC004770	Q9Y5Q0
AC004770	O60427
AC004770	O60428
AC004770	P39748
AC004770	Q9Y5Q0
AL121845	A0A087WT39
AL121845	A0A087WT57
AL121845	A0A087WUJ1
AL121845	A0A087WZP9
AL121845	A0A0J9YYD9
AL121845	D6RA96
AL121845	F6WH68
AL121845	O95407
AL121845	Q13795
AL121845	Q86UZ6
AL121845	Q8N5A5
AL121845	Q9H400
AL121845	Q9NR83
AL121845	V9GY48
AL121845	V9GYI1
AL121845	V9GYV3
AL121845	X6RGY1
AL121845	X6RKG5
AL353759	P10412
AL353759	P58876
AL353759	P62805
AL353759	P62807
X61094	Q14427
AL512688	O15540
AD001527	A0A075B7C0
AD001527	A0A0C4DGQ5
AD001527	A0A0J9YVN9
AD001527	K7EIV0
AD001527	K7EK42
AD001527	K7EK49
AD001527	K7EKD8
AD001527	K7EKS1
AD001527	K7EL99
AD001527	K7ELJ7
AD001527	K7EM73
AD001527	K7EMQ1
AD001527	K7ENX4
AD001527	K7EP07
AD001527	K7EQH0
AD001527	K7ER04
AD001527	K7ER11
AD001527	K7ES78
AD001527	O00110
AD001527	P04632
AD001527	P24310
AD001527	P36954
AD001527	Q99426
AD001527	S4R3F9
AD001527	U3KPR7
AD001527	U3KQE2
AD001527	U3KQH8
AL109942	F5H1X6
AL109942	F5H2S6
AL109942	F5H4R1
AL109942	F5H534
AL109942	F5H538
AL109942	G3XAF1
AL109942	H0Y5R3
AL109942	J3KNB8
AL109942	Q5TEE8
AL109942	Q6AI25
AL109942	Q9H0P7
AL109942	Q9NRZ5
AL109942	Q9Y6R4
U15555	O15270
BC005092	Q9BSE3
AK021947	A6NLD2
AJ010395	O60832
AF155113	Q96PY6
AL049748	A0A0G2JME4
AL049748	A0A0G2JRA5
AL049748	A0A0G2JRD1
AL049748	A0A0G2JSB3
AL049748	B0QYV1
AL049748	B0QYY4
AL049748	B0QYY6
AL049748	B0QYY7
AL049748	O43251
AL049748	Q9BWW9
AL049748	S4R3K7
AL049748	S4R469
AL122074	O75094
AK023546	Q9UPR0
AL137716	Q9NSV5
X68485	P30542
D87078	Q8TB72
J05158	P22792
AK024083	B3KNA1
Y09321	Q92750
AK001538	B3KMC2
M59917	P17405
M59917	Q13810
Z22970	Q86VB7
M80335	Q15136
S81545	P25101
AL110298	Q8TDB8
U87408	Q3SYG4
X57198	P23193
S77154	P43354
Z70519	P25445
AC000099	Q99997
U85992	Q99843
AL050318	A0A087WWE6
AL050318	A0A087X246
AL050318	A0A0A6YYL0
AL050318	A0A0B4J2C2
AL050318	F8WF49
AL050318	H0YKN5
AL050318	P24844
AL050318	Q9BUV8
AL050318	Q9GZN2
AL050318	Q9H6Q3
AL050318	Q9Y2H0
AL050318	U3KQ25
AL050318	U3KQB5
AL050318	U3KQS0
X79683	P55268
U77914	Q99740
M24782	P15502
AF209931	Q9UH66
AC004794	A1L0T0
AC004794	E9PJS0
AC004794	E9PL44
AC004794	E9PNL1
AC004794	M0QXZ8
AC004794	M0QZX5
AC004794	M0R026
AC004794	M0R101
AC004794	M0R1B5
AC004794	M0R3D3
AC004794	O60431
AC004794	O60432
X78931	Q14592
AJ224143	P19387
X64116	P15151
AK024455	Q9H7M3
AL137254	Q2LD37
AK022829	Q53XC8
AL022101	O60809
AL022101	O60810
AL022101	O60811
AL022101	O60812
AL022101	O60813
AL022101	O95521
AJ295618	Q9NQ51
AC005034	A0A0A0MRF4
AC005034	C9JII4
AC005034	H7C2J0
AC005034	H7C335
AC005034	P16383
AC005034	P49406
AC005034	S4R3C1
AC005034	S4R3W9
AC005034	S4R455
AC005034	S4R461
AC005034	S4R465
X62006	P26599
AB018261	Q9Y6T7
AF072467	O75564
AK024376	Q7L7X3
X95238	P54107
X63095	P18577
U37055	P26927
X03348	P04150
D28586	Q14748
K03460	Q15670
Z21967	Q14863
AF217796	O95407
AF217796	Q13795
AF217796	Q9NZ71
AF217796	Q9NZ72
AF059650	O15379
AF287892	Q9NYZ4
L14482	Q14863
AK022548	B3KMS6
M25813	P22105
L23852	Q15909
AK021433	Q9HAM0
Z81148	P30968
AL117405	Q9UFQ2
AB020720	A7E2V4
AC004832	A0A0D9SF05
AC004832	A0A0D9SFN2
AC004832	A0A0D9SGK3
AC004832	B3KRD8
AC004832	B5MC22
AC004832	B5MC44
AC004832	B5MCN3
AC004832	C9JDL7
AC004832	C9JTM4
AC004832	C9JYY7
AC004832	C9JZI9
AC004832	D7F472
AC004832	F8WB08
AC004832	F8WED8
AC004832	F8WEE7
AC004832	F8WEM2
AC004832	F8WEN7
AC004832	H0Y2L4
AC004832	H7C077
AC004832	H7C0R1
AC004832	H7C1K3
AC004832	H7C1Y0
AC004832	H7C417
AC004832	H7C4C6
AC004832	O76054
AC004832	Q9UDX3
AC004832	Q9UDX4
AC004832	Q9UDX5
AK023188	B3KN04
AL049693	Q92481
AL049693	X6R4Y8
AL136527	A0A087WZ02
AL136527	A0A0D9SF65
AL136527	A0A0D9SFR6
AL136527	Q86XP1
AL136527	Q9UKA4
X52332	P21506
AF248483	Q86SG3
AL121582	A1Z1Q3
AL031669	A0A075B6P4
AL031669	C9JFU2
AL031669	H7C294
AL031669	Q8TD26
AB018277	O94812
AJ251844	Q712H5
AJ001550	P51816
U02520	Q01955
AF203728	Q9UH93
Z49258	A2ID95
Z49258	A2ID96
Z49258	P51854
AF189251	Q6NXT6
X76184	P41161
AC006371	O14604
AC006371	Q9UDP4
X07247	P10696
AC005011	A0A0A0MSB7
AC005011	E9PFU3
AC005011	Q86UM7
AC005011	Q9BXU9
AL035413	A2A2E6
AL035413	B1AK85
AL035413	B1AK87
AL035413	B1AK88
AL035413	E9PJZ6
AL035413	E9PL93
AL035413	H3BLU7
AL035413	H7C4E3
AL035413	H7C4Q7
AL035413	H7C5A2
AL035413	H7C5H7
AL035413	O43488
AL035413	O95154
AL035413	P47756
AL035413	Q5TG59
AL035413	Q6ZP29
AL035413	Q8N766
AL035413	Q8NHP1
AL035413	Q9UKD2
U80756	O15418
U52111	A6NEP8
U52111	A6NLM8
U52111	A8MPP7
U52111	A8MPY5
U52111	C9J0M4
U52111	C9J2B9
U52111	C9J8P0
U52111	C9JB09
U52111	C9JEC5
U52111	C9JJ18
U52111	C9JM14
U52111	C9JMD7
U52111	C9JQ75
U52111	C9JSP1
U52111	E7EMY4
U52111	E7EPI4
U52111	E7EQB8
U52111	E7ETV6
U52111	E7EVM4
U52111	E9PF84
U52111	E9PHJ4
U52111	F8WAQ5
U52111	F8WBU7
U52111	G5E9Q7
U52111	H0Y5C3
U52111	H0Y5Q7
U52111	H3BLW5
U52111	H7BZQ5
U52111	H7BZV5
U52111	H7C0F5
U52111	H7C0P4
U52111	H7C1I2
U52111	H7C1T4
U52111	H7C1W2
U52111	H7C222
U52111	H7C249
U52111	H7C2I2
U52111	H7C3L0
U52111	P32004
U52111	P33897
U52111	P48029
U52111	P51553
U52111	P51571
U52111	P51572
U52111	Q17RL8
U52111	Q6P2M8
U52111	Q76G19
U52111	Q99956
U52111	Q9ULL4
U52111	Q9UPE1
U52111	V9GYN6
AF257099	Q9NYD3
AF229166	Q9NYS9
U33448	Q15722
X06537	P04180
AF126749	P0DMR3
AL049938	Q8N655
U05255	Q12832
M18917	P04062
M14087	P16045
U25801	Q08AM6
AJ302584	Q9GZK3
X16172	P17482
AL121886	P10244
AL121886	Q9H1H1
AL121886	Q9Y366
S79267	Q13969
AK024467	Q9H7L2
U23736	Q13029
AL133228	A0A0C4DGS6
AL133228	A0A0C4DH49
AL133228	H7C4Y8
AL133228	Q8TDM0
AF034187	Q9UPD4
AB046836	Q9HCF6
AK024457	Q9H7M1
AK026080	Q9H6A9
X79200	Q15532
X79200	Q16385
X79200	Q9Y444
AF118265	Q9Y5Y4
AC006539	A0A087WZ27
AC006539	B9EG95
AC006539	F8WBQ5
AC006539	F8WDJ7
AC006539	M0QXB8
AC006539	M0QYJ5
AC006539	M0QZ56
AC006539	M0R067
AC006539	M0R1A6
AC006539	M0R2B6
AC006539	O95778
AC006539	O95779
AC006539	O95780
AL163202	Q9NSJ1
AF009664	Q5NV56
D38024	Q14333
AF206667	Q15661
X65232	Q15937
AC005339	M0QXF7
AC005339	M0QYN0
AC005339	Q8WVP5
AC005339	Q969H8
L24521	Q15662
AL161996	Q659C3
AL133267	P58173
AL023775	B7Z3B5
AL023775	D6R910
AL023775	D6RA62
AL023775	D6RD75
AL023775	D6RE03
AL023775	D6RHW7
AL023775	F2Z2J1
AL023775	Q15349
AL390738	Q9H4S2
AL390026	A0A0U1RQZ2
AL390026	Q6IEG0
AL118502	Q9BQ89
AL118502	Q9NQ39
AL118502	Q9NQ40
AL118502	V9GZ26
AF060938	O60699
AC007277	F5H2J1
AC007277	H7C1M9
AC007277	Q75MM1
AC007277	Q8WXR4
AJ270770	Q9NQB0
AL121585	A0A087WUY5
AL121585	Q5QPE4
AL121585	Q5QPE5
AL121585	Q5QPE7
AL121585	Q5QPE8
AL121585	Q9BQP7
AL121585	Q9BRP0
AL121585	Q9Y5X3
AL121585	U3KQL0
AL121585	U3KQP5
AK021923	B3KMP6
AF072098	Q9UP43
D38437	Q16603
U73479	B9ZVQ3
U73479	O15391
U73479	O43462
AL138831	H0YDJ3
AL138831	Q13523
AL138831	Q9HD87
AC006271	Q6IFN5
AC006271	Q9UPJ0
AJ130713	Q9Y286
AB050195	Q9H3M9
AC007320	J3KQ82
AC007320	Q15415
AJ251847	Q9NY39
AJ251847	Q9NY40
AJ251847	Q9NY41
AL049709	A0A0D9SF08
AL049709	A0A0D9SFH0
AL049709	A0A0D9SFT8
AL049709	A2A2G5
AL049709	B4DEH9
AL049709	C9IYL0
AL049709	C9J7L5
AL049709	C9JXD9
AL049709	C9JY31
AL049709	F6M2K2
AL049709	F6M2K4
AL049709	F8WBQ7
AL049709	F8WC73
AL049709	F8WCJ4
AL049709	F8WDJ9
AL049709	Q9NR19
AL049709	Q9UJ14
AL096712	C9J858
AL096712	F8WDH8
AL096712	F8WEW6
AL096712	H7C4L7
AL096712	O76064
AL096712	Q9NU19
X80821	Q15371
AL110247	Q9UFY1
AF135564	Q9UNB7
AL121890	A0A087WTT2
AL121890	H0Y544
AL121890	Q5JWB9
AL121890	Q96A57
AL121890	Q9UGH3
U88968	P06733
AK026712	Q5THK1
AL050348	A0A087WVK1
AL050348	A0A0A0MSE8
AL050348	C9J7T9
AL050348	F2Z2A4
AL050348	F2Z2G4
AL050348	F2Z2G5
AL050348	H0Y2V5
AL050348	H0Y501
AL050348	H7C1J2
AL050348	H7C1M5
AL050348	K4DI81
AL050348	O00762
AL050348	P02585
